id,customer_id,amount,res_hour,tr_type_str,mcc_code_str
148,39026145,-33688.738,10,TRT2010,MCC6011
149,39026145,-449.17999,8,TRT1030,MCC4814
150,39026145,-583.94,8,TRT1030,MCC4814
151,39026145,-29196.91,10,TRT2010,MCC6011
152,39026145,22459.16,12,TRT7010,MCC6011
153,39026145,-1122.96,13,TRT1030,MCC4814
154,39026145,-3368.8701,13,TRT1030,MCC4814
155,39026145,-6737.75,17,TRT1010,MCC5499
156,39026145,-606.40002,0,TRT1110,MCC5499
157,39026145,-1886.5699,0,TRT1110,MCC5499
158,39026145,-7995.46,7,TRT1010,MCC5499
159,39026145,-471.64001,10,TRT1010,MCC5499
160,39026145,-359.35001,10,TRT1010,MCC5499
161,39026145,2245.9199,12,TRT7010,MCC6011
162,39026145,3368.8701,12,TRT7010,MCC6011
163,39026145,-3368.8701,12,TRT1030,MCC4814
164,39026145,-1796.73,15,TRT1010,MCC5499
165,39026145,-1257.71,0,TRT1110,MCC5499
166,39026145,-426.72,6,TRT1010,MCC5499
167,39026145,22459.16,15,TRT7010,MCC6011
168,39026145,-5480.0298,17,TRT1010,MCC5499
169,39026145,-8264.9697,12,TRT1010,MCC5499
170,39026145,-1212.79,12,TRT1010,MCC5499
171,39026145,-763.60999,12,TRT1010,MCC5912
172,39026145,-1347.55,12,TRT1010,MCC5499
173,39026145,-3818.0601,13,TRT1010,MCC5499
174,39026145,-5053.3101,0,TRT1110,MCC5499
175,39026145,-651.32001,0,TRT1110,MCC5499
176,39026145,224591.58,6,TRT7020,MCC6010
177,39026145,22459.16,8,TRT7010,MCC6011
178,39026145,-2717.5601,14,TRT1010,MCC5499
179,39026145,-2268.3701,0,TRT1110,MCC5499
180,39026145,-2762.48,0,TRT1110,MCC5499
181,39026145,-15721.41,3,TRT1010,MCC5541
182,39026145,-606.40002,3,TRT1010,MCC5541
183,39026145,-1796.73,11,TRT1010,MCC5912
184,39026145,-2043.78,12,TRT1010,MCC5499
185,39026145,-2245.9199,6,TRT1030,MCC4814
186,39026145,-2313.29,7,TRT1010,MCC5499
187,39026145,-2171.8,11,TRT1010,MCC5912
188,39026145,-5734.27,12,TRT1010,MCC5912
189,39026145,-943.28003,12,TRT1010,MCC5499
190,39026145,-6737.75,17,TRT1030,MCC4814
191,39026145,-3368.8701,17,TRT1030,MCC4814
192,39026145,-1145.42,7,TRT1010,MCC5499
193,39026145,-1482.3,7,TRT1010,MCC5499
194,39026145,-1504.76,8,TRT1010,MCC5499
195,39026145,-4069.6001,10,TRT1010,MCC5912
196,39026145,-3059.3899,11,TRT1010,MCC5912
197,39026145,-1392.47,4,TRT1010,MCC5499
198,39026145,-15721.41,4,TRT2010,MCC6011
199,39026145,-15721.41,4,TRT1010,MCC5541
200,39026145,-2358.21,8,TRT1010,MCC5499
201,39026145,-33688.738,10,TRT2010,MCC6011
202,39026145,-3997.73,16,TRT1010,MCC5499
203,39026145,-4536.75,7,TRT1010,MCC5499
204,39026145,-8808.4805,11,TRT1010,MCC5912
205,39026145,-2762.48,14,TRT1010,MCC5812
206,39026145,-1661.98,14,TRT1010,MCC5499
207,39026145,-1122.96,6,TRT1030,MCC4814
208,39026145,-4491.8301,10,TRT2010,MCC6011
209,39026145,-1122.96,13,TRT1010,MCC5499
210,39026145,-112295.79,8,TRT2330,MCC4829
211,39026145,-1774.27,12,TRT1010,MCC5912
212,39026145,-74115.219,4,TRT2010,MCC6011
213,39026145,-1841.65,15,TRT1010,MCC5499
214,39026145,-1998.87,15,TRT1010,MCC5499
215,39026145,-4828.7202,13,TRT1010,MCC5499
216,39026145,-4222.3198,15,TRT1010,MCC5499
217,39026145,-1796.73,15,TRT1010,MCC5499
218,39026145,-336.89001,16,TRT1030,MCC4814
219,39026145,-561.47998,16,TRT1030,MCC4814
220,39026145,-2201.0,5,TRT1010,MCC5912
221,39026145,-808.53003,12,TRT1010,MCC5912
222,39026145,-4379.54,7,TRT1010,MCC5499
223,39026145,-763.60999,12,TRT1010,MCC5912
224,39026145,-22459.16,12,TRT2010,MCC6011
225,39026145,-6973.5698,12,TRT1010,MCC5499
226,39026145,-1796.73,13,TRT1010,MCC5499
227,39026145,-696.22998,13,TRT1010,MCC5499
228,39026145,-494.10001,0,TRT1110,MCC5499
229,39026145,-3930.3501,5,TRT1010,MCC5541
230,39026145,-1122.96,13,TRT1030,MCC4814
231,39026145,-4491.8301,9,TRT1030,MCC4814
232,39026145,-3952.8101,14,TRT1010,MCC5499
233,39026145,112295.79,0,TRT6110,MCC6012
234,39026145,112295.79,13,TRT7020,MCC6010
235,39026145,-449183.16,13,TRT2010,MCC6011
236,39026145,-3144.28,9,TRT1010,MCC5200
237,39026145,-2358.21,9,TRT1010,MCC5499
238,39026145,-772.59998,9,TRT1010,MCC5499
239,39026145,-8781.5303,10,TRT1010,MCC5499
240,39026145,-4941.0098,10,TRT1010,MCC5499
241,39026145,-15721.41,12,TRT1010,MCC5541
242,39026145,-2201.0,14,TRT1010,MCC5499
243,39026145,-269.51001,14,TRT1010,MCC5499
244,39026145,-2245.9199,15,TRT1030,MCC4814
245,39026145,-4087.5701,13,TRT1010,MCC5499
246,39026145,-1583.37,14,TRT1010,MCC5499
247,39026145,-1347.55,14,TRT1010,MCC5499
248,39026145,-6737.75,16,TRT2010,MCC6011
249,39026145,-3818.0601,0,TRT1110,MCC5411
250,39026145,-3144.28,14,TRT1010,MCC5499
251,39026145,-202132.42,8,TRT2010,MCC6011
252,39026145,-2245.9199,3,TRT1030,MCC4814
253,39026145,-44918.32,8,TRT2010,MCC6011
254,39026145,-2987.0701,13,TRT1010,MCC5499
255,39026145,-2560.3401,13,TRT1010,MCC5499
256,39026145,-3773.1399,0,TRT1110,MCC5499
257,39026145,-606.40002,0,TRT1110,MCC5499
258,39026145,-4626.5898,0,TRT1110,MCC5499
259,39026145,-3458.71,0,TRT1110,MCC5499
260,39026145,-1832.4399,12,TRT1010,MCC5912
261,39026145,-11791.06,15,TRT1010,MCC5541
262,39026145,-1347.55,15,TRT1010,MCC5499
263,39026145,-1572.14,15,TRT1010,MCC5499
264,39026145,-1122.96,17,TRT1030,MCC4814
265,39026145,-4363.8101,14,TRT1010,MCC5499
266,39026145,-4772.5698,14,TRT1010,MCC5812
267,39026145,-4985.9302,13,TRT1010,MCC5499
268,39026145,-2245.9199,13,TRT1010,MCC5499
269,39026145,-13408.12,6,TRT1010,MCC5912
270,39026145,-56147.891,6,TRT2010,MCC6011
271,39026145,-11689.99,13,TRT1010,MCC5541
272,39026145,-2245.9199,16,TRT1030,MCC4814
273,39026145,-2245.9199,16,TRT1030,MCC4814
274,39026145,-5423.8901,7,TRT1010,MCC5812
275,39026145,-2245.9199,8,TRT1030,MCC4814
276,39026145,-44918.32,8,TRT2010,MCC6011
277,39026145,-11229.58,12,TRT2010,MCC6011
278,39026145,-1122.96,13,TRT2010,MCC6011
279,39026145,-5884.2998,15,TRT1010,MCC5499
280,39026145,-13992.06,0,TRT1110,MCC5499
281,39026145,-15339.6,12,TRT1010,MCC5499
282,39026145,-11229.58,12,TRT2010,MCC6011
283,39026145,-8534.4805,12,TRT1010,MCC5331
284,39026145,-15586.66,14,TRT1010,MCC5541
285,39026145,-6131.3501,15,TRT1010,MCC5499
286,39026145,-2133.6201,15,TRT1010,MCC5499
287,39026145,-78607.047,10,TRT2010,MCC6011
288,39026145,202132.42,0,TRT6110,MCC6012
289,39026145,-8624.3203,14,TRT1010,MCC5499
290,39026145,-15586.66,12,TRT1010,MCC5541
291,39026145,-2695.1001,0,TRT1110,MCC5499
292,39026145,-1257.71,0,TRT1110,MCC5499
293,39026145,-3593.47,11,TRT1010,MCC5499
294,39026145,-1167.88,15,TRT1010,MCC5499
295,39026145,-404264.84,15,TRT2010,MCC6011
296,39026145,-3413.79,11,TRT1010,MCC5499
297,39026145,-2245.9199,11,TRT1030,MCC4814
298,39026145,-2807.3899,15,TRT1010,MCC5499
299,39026145,-2695.1001,16,TRT1010,MCC5499
300,39026145,-7186.9302,0,TRT1110,MCC5331
301,39026145,-13664.15,10,TRT1010,MCC5912
302,39026145,-2695.1001,10,TRT1010,MCC5812
303,39026145,-3357.6399,11,TRT1010,MCC5499
304,39026145,-2448.05,14,TRT1010,MCC5499
305,39026145,-11229.58,10,TRT2010,MCC6011
306,39026145,-3256.5801,12,TRT1030,MCC4814
307,39026145,2245.9199,12,TRT7010,MCC6011
308,39026145,-2245.9199,12,TRT1030,MCC4814
309,39026145,-6737.75,11,TRT2010,MCC6011
310,39026145,-2245.9199,11,TRT1030,MCC4814
311,39026145,-43795.359,0,TRT1110,MCC5331
312,39026145,67377.469,9,TRT7014,MCC6011
313,39026145,-11004.99,0,TRT1110,MCC5331
314,39026145,449.17999,0,TRT6110,MCC5331
315,39026145,-4828.7202,12,TRT1010,MCC5912
316,39026145,-4289.7002,14,TRT1010,MCC5499
317,39026145,-1347.55,14,TRT1010,MCC5499
318,39026145,-1302.63,7,TRT1010,MCC5499
319,39026145,-516.56,6,TRT1010,MCC5499
320,39026145,-8422.1797,12,TRT1010,MCC5912
321,39026145,-15362.06,12,TRT1010,MCC5541
322,39026145,-3436.25,12,TRT1010,MCC5541
323,39026145,-6153.8101,13,TRT1010,MCC5499
324,39026145,-1549.6801,13,TRT1010,MCC5499
325,39026145,-808.53003,13,TRT1010,MCC5499
326,39026145,-7000.52,15,TRT1010,MCC5499
327,39026145,-2245.9199,3,TRT1030,MCC4814
328,39026145,-56147.891,3,TRT2010,MCC6011
329,39026145,-2650.1799,14,TRT1010,MCC5499
330,39026145,-1953.95,15,TRT1010,MCC5499
331,39026145,-1235.25,15,TRT1010,MCC5499
332,39026145,-1976.41,15,TRT1010,MCC5812
333,39026145,-7433.98,7,TRT1010,MCC5912
334,39026145,-2347.4299,7,TRT1010,MCC5499
335,39026145,22459.16,0,TRT6110,MCC6012
336,39026145,202132.42,0,TRT6110,MCC6012
337,39026145,-2380.6699,10,TRT1010,MCC5499
338,39026145,-4491.8301,10,TRT1030,MCC4814
339,39026145,-9780.96,11,TRT1010,MCC5499
340,39026145,-1886.5699,12,TRT1010,MCC5499
341,39026145,-1190.34,12,TRT1010,MCC5499
342,39026145,-15137.47,13,TRT1010,MCC5541
343,39026145,-539.02002,13,TRT1010,MCC5499
344,39026145,-6670.3701,16,TRT1010,MCC5499
345,39026145,-3256.5801,0,TRT1110,MCC5499
346,39026145,-4042.6499,0,TRT1110,MCC5499
347,39026145,-2919.6899,4,TRT1010,MCC5912
348,39026145,-2245.9199,11,TRT1030,MCC4814
349,39026145,-44918.32,7,TRT2010,MCC6011
350,39026145,-1370.01,13,TRT1010,MCC5499
351,39026145,-943.28003,14,TRT1010,MCC5499
352,39026145,-5794.46,0,TRT1110,MCC5499
353,39026145,-44918.32,12,TRT2010,MCC6011
354,39026145,-11353.1,4,TRT1010,MCC5541
355,39026145,-1953.95,14,TRT1010,MCC5499
356,39026145,-3031.99,14,TRT1010,MCC5499
357,39026145,-5816.9199,13,TRT1010,MCC5499
358,39026145,-2077.47,12,TRT1010,MCC5912
359,39026145,-8512.0195,14,TRT1010,MCC5499
360,39026145,-1639.52,14,TRT1010,MCC5499
361,39026145,-3110.5901,15,TRT1010,MCC5499
362,39026145,-8309.8896,0,TRT1110,MCC5499
363,39026145,-402018.91,10,TRT2010,MCC6011
364,39026145,-4491.8301,10,TRT1030,MCC4814
365,39026145,-21807.84,11,TRT1010,MCC5499
366,39026145,-15743.87,6,TRT1010,MCC5541
367,39026145,-67377.469,4,TRT2010,MCC6011
368,39026145,-263401.0,10,TRT1010,MCC5331
369,39026145,-1010.66,0,TRT1110,MCC5499
370,39026145,-7119.5498,0,TRT1110,MCC5499
371,39026145,-5693.3999,0,TRT1110,MCC5499
372,39026145,-1549.6801,13,TRT1010,MCC5331
373,39026145,-8733.9199,0,TRT1110,MCC5499
374,39026145,-2066.24,8,TRT1010,MCC5499
375,39026145,-2358.21,12,TRT1010,MCC5200
376,39026145,-2245.9199,14,TRT1030,MCC4814
377,39026145,-20213.24,8,TRT2010,MCC6011
378,39026145,-7254.3101,14,TRT1010,MCC5499
379,39026145,-1392.47,14,TRT1010,MCC5499
380,39026145,-2852.3101,15,TRT1010,MCC5499
381,39026145,-853.45001,15,TRT1010,MCC5499
382,39026145,-1410.4399,15,TRT1010,MCC5499
383,39026145,-5277.8999,0,TRT1110,MCC5499
384,39026145,-2245.9199,6,TRT1030,MCC4814
385,39026145,-1931.49,12,TRT1010,MCC5499
386,39026145,-4267.2402,12,TRT1010,MCC5499
387,39026145,-1639.52,12,TRT1010,MCC5499
388,39026145,-15047.64,13,TRT1010,MCC5541
389,39026145,-44918.32,9,TRT2010,MCC6011
390,39026145,-3099.3601,7,TRT1010,MCC5499
391,39026145,-3256.5801,11,TRT1010,MCC5912
392,39026145,-8085.2998,12,TRT1010,MCC5499
393,39026145,-3413.79,15,TRT1010,MCC5812
394,39026145,-26950.99,12,TRT2010,MCC6011
395,39026145,-4896.1001,13,TRT1010,MCC5499
396,39026145,-2245.9199,17,TRT1030,MCC4814
397,39026145,-14014.51,0,TRT1110,MCC5499
398,39026145,-2695.1001,0,TRT1110,MCC5499
399,39026145,-15721.41,6,TRT2010,MCC6011
400,39026145,-1684.4399,13,TRT1010,MCC5499
401,39026145,-3818.0601,13,TRT1010,MCC5812
402,39026145,-2695.1001,14,TRT1010,MCC5499
403,39026145,-1617.0601,0,TRT1110,MCC5499
404,39026145,-23919.0,0,TRT1110,MCC5499
405,39026145,-10892.69,0,TRT1110,MCC5499
406,39026145,-15047.64,8,TRT1010,MCC5541
407,39026145,-2369.4399,14,TRT1010,MCC5499
408,39026145,-6378.3999,14,TRT1010,MCC5499
409,39026145,112295.79,0,TRT6110,MCC6012
410,39026145,-10679.33,15,TRT1010,MCC5499
411,39026145,-2245.9199,16,TRT1030,MCC4814
412,39026145,-3368.8701,0,TRT1100,MCC4814
413,39026145,-2919.6899,14,TRT1010,MCC5499
414,39026145,-15047.64,13,TRT1010,MCC5541
415,39026145,33688.738,14,TRT7010,MCC6011
416,39026145,-1684.4399,12,TRT1010,MCC5499
417,39026145,-1471.0699,12,TRT1010,MCC5912
418,39026145,-1122.96,9,TRT1030,MCC4814
419,39026145,-808.53003,14,TRT1010,MCC5499
420,39026145,-2919.6899,14,TRT1010,MCC5499
421,39026145,-898.37,0,TRT1110,MCC5331
422,39026145,-673.77002,0,TRT1110,MCC5331
423,39026145,-359346.53,8,TRT2010,MCC6011
424,39026145,-3368.8701,8,TRT1030,MCC4814
425,39026145,-8282.9404,11,TRT1010,MCC5912
426,39026145,-5659.71,14,TRT1010,MCC5812
427,39026145,-7209.3901,14,TRT1010,MCC5499
428,39026145,-2919.6899,14,TRT1010,MCC5499
429,39026145,-5985.3701,0,TRT1110,MCC5499
430,39026145,-10623.18,0,TRT1110,MCC5499
431,39026145,-8085.2998,4,TRT1010,MCC5912
432,39026145,-6944.3701,4,TRT1010,MCC5912
433,39026145,-6041.5098,7,TRT1010,MCC5499
434,39026145,-3705.76,15,TRT1010,MCC5499
435,39026145,112295.79,0,TRT6110,MCC6012
436,39026145,-56147.891,11,TRT2010,MCC6011
437,39026145,-830.98999,11,TRT1010,MCC5541
438,39026145,-15047.64,11,TRT1010,MCC5541
439,39026145,-2672.6399,15,TRT1010,MCC5499
440,39026145,-6085.3101,11,TRT1010,MCC5912
441,39026145,-6630.8398,12,TRT1010,MCC5499
442,39026145,-4289.7002,0,TRT1110,MCC5499
443,39026145,-8358.4004,10,TRT1010,MCC5912
444,39026145,-112295.79,12,TRT2010,MCC6011
445,39026145,-2245.9199,12,TRT1030,MCC4814
446,39026145,-1122.96,0,TRT1110,MCC5499
447,39026145,-2470.51,6,TRT1010,MCC5499
448,39026145,-830.98999,6,TRT1010,MCC5499
449,39026145,-943.28003,10,TRT1010,MCC5499
450,39026145,-3571.01,11,TRT1010,MCC5499
451,39026145,-7995.46,11,TRT1010,MCC5499
452,39026145,-808.53003,11,TRT1010,MCC5499
453,39026145,-5590.5298,7,TRT1010,MCC5499
454,39026145,-2133.6201,14,TRT1010,MCC5499
455,39026145,-516.56,15,TRT1010,MCC5499
456,39026145,-1909.03,15,TRT1010,MCC5499
457,39026145,-16844.369,9,TRT1010,MCC5732
458,39026145,-15047.64,14,TRT1010,MCC5541
459,39026145,-2784.9399,14,TRT1010,MCC5499
460,39026145,-2582.8,14,TRT1010,MCC5499
461,39026145,-2526.6599,15,TRT1010,MCC5499
462,39026145,-583.94,15,TRT1010,MCC5499
463,39026145,-2245.9199,12,TRT1030,MCC4814
464,39026145,-4188.6299,11,TRT1010,MCC5912
465,39026145,-101066.21,7,TRT2010,MCC6011
466,39026145,-3818.0601,12,TRT1030,MCC4814
467,39026145,-15047.64,4,TRT1010,MCC5541
468,39026145,-10016.78,8,TRT1010,MCC5499
469,39026145,-41998.621,8,TRT1010,MCC5499
470,39026145,-5704.6299,10,TRT1010,MCC5912
471,39026145,-1167.88,10,TRT1010,MCC5912
472,39026145,-5929.2202,10,TRT1010,MCC5912
473,39026145,-202132.42,11,TRT2010,MCC6011
474,39026145,-561478.94,15,TRT2010,MCC6011
475,39026145,-224591.58,15,TRT2010,MCC6011
476,39026145,-112295.79,15,TRT2010,MCC6011
477,39026145,-2245.9199,8,TRT1030,MCC4814
478,39026145,-2223.46,14,TRT1010,MCC5499
479,39026145,-6659.1401,13,TRT1010,MCC5499
480,39026145,-2919.6899,10,TRT1010,MCC5499
481,39026145,224591.58,0,TRT6110,MCC6012
482,39026145,-15721.41,9,TRT2010,MCC6011
483,39026145,-314428.22,6,TRT2010,MCC6011
484,39026145,-157214.09,9,TRT2010,MCC6011
485,39026145,-89836.633,10,TRT2010,MCC6011
486,39026145,-1122.96,9,TRT1030,MCC4814
487,39026145,-8983.6602,9,TRT2010,MCC6011
488,39026145,-6423.3198,9,TRT1010,MCC5499
489,39026145,-6445.7798,12,TRT1010,MCC5499
490,39026145,-943.28003,12,TRT1010,MCC5499
491,39026145,-2245.9199,13,TRT1030,MCC4814
492,39026145,-2245.9199,13,TRT1030,MCC4814
493,39026145,-7523.8198,0,TRT1110,MCC5499
494,39026145,-808.53003,0,TRT1110,MCC5499
495,39026145,-2987.0701,0,TRT1110,MCC5499
496,39026145,-13947.14,9,TRT1010,MCC5499
497,39026145,-2695.1001,0,TRT1110,MCC5331
498,39026145,-7748.4102,9,TRT1010,MCC5200
499,39026145,-17967.33,13,TRT2010,MCC6011
500,39026145,-1617.0601,9,TRT1010,MCC5499
501,39026145,-539.02002,9,TRT1010,MCC5499
502,39026145,-15047.64,17,TRT1010,MCC5541
503,39026145,-10331.21,0,TRT1110,MCC5331
504,39026145,-6108.8901,0,TRT1110,MCC5499
505,39026145,-449.17999,0,TRT1110,MCC5499
506,39026145,-9100.4502,0,TRT1110,MCC5499
507,39026145,-898.37,0,TRT1110,MCC5499
508,39026145,-6670.3701,8,TRT1010,MCC5499
509,39026145,-2470.51,9,TRT1010,MCC5499
510,39026145,-2245.9199,11,TRT1030,MCC4814
511,39026145,-1228.52,15,TRT1010,MCC5499
512,39026145,-1527.22,0,TRT1110,MCC5499
513,39026145,-2358.21,0,TRT1110,MCC5499
514,39026145,-1549.6801,0,TRT1110,MCC5499
515,39026145,-11903.35,12,TRT1010,MCC5200
516,39026145,-7299.23,12,TRT1010,MCC5200
517,39026145,-7973.0,13,TRT1010,MCC5499
518,39026145,-2245.9199,6,TRT1030,MCC4814
519,39026145,-4491.8301,9,TRT1030,MCC4814
520,39026145,-22459.16,13,TRT2010,MCC6011
521,39026145,-9545.1396,14,TRT1010,MCC5499
522,39026145,-15047.64,14,TRT1010,MCC5541
523,39026145,-3368.8701,15,TRT1030,MCC4814
524,39026145,202132.42,0,TRT6110,MCC6012
525,39026145,-15721.41,7,TRT2010,MCC6011
526,39026145,-2066.24,12,TRT1030,MCC4814
527,39026145,-3997.73,0,TRT1110,MCC5499
528,39026145,-2470.51,0,TRT1110,MCC5499
529,39026145,-5232.98,7,TRT1010,MCC5719
