customer_id,oborot_month,trans_month,trans_vs_med,prih_month_all,prih_month_vs_med,prih_month_cash,prih_cash_part,rash_month_all,rash_month_vs_med,rash_month_cash,rash_cash_part,rash_prih_ratio
784349,34346.957,0.73333299,3.3856556E-2,299.45535,1.4914238E-3,0.0,0.0,34047.5,5.1658157E-2,32940.098,0.96744639,113.31967
784488,738454.19,60.400002,2.7885504,157435.09,0.78409839,55474.121,0.35235962,581019.13,0.88154417,252246.3,0.43414384,3.6905077
788112,68384.313,5.7333331,0.26469681,15197.364,7.5689785E-2,6213.7002,0.40884006,53186.945,8.0697246E-2,39004.074,0.73332542,3.4995177
791643,8577.9043,1.5333329,7.0790999E-2,3743.1934,1.8642806E-2,748.63867,0.19994658,4834.7104,7.3354058E-3,1647.0046,0.34059206,1.2912556
815836,9119861.0,128.06667,5.9125886,4104365.8,20.441608,1143066.4,0.27850005,5015495.0,7.6096992,711955.31,0.14195111,1.22199
818174,1023547.1,42.599998,1.966759,280754.44,1.3982849,175480.89,0.62503111,742792.63,1.1269931,294140.09,0.39599168,2.6456926
820723,3148958.5,14.8,0.68328714,1575659.6,7.8475018,1341335.8,0.85128468,1573298.9,2.3870685,246302.11,0.15655129,0.99850106
824085,2004712.3,75.0,3.4626038,943787.56,4.7004914,564099.19,0.5976966,1060924.6,1.609675,51955.52,4.8971877E-2,1.1241127
867851,805050.06,17.466665,0.80640197,251243.11,1.251305,52704.156,0.20977271,553806.94,0.84025687,431964.47,0.77998966,2.2042584
877421,1.3809513E+7,67.133331,3.0994153,2965657.0,14.770321,0.0,0.0,1.0843856E+7,16.452709,3974153.0,0.36648884,3.6564758
886850,3662108.0,26.066666,1.2034472,855843.63,4.2624907,842967.06,0.98495334,2806264.3,4.2577705,1207254.6,0.43019974,3.2789414
890531,4195499.0,89.466667,4.1305017,1894955.1,9.4377384,1389024.0,0.73301119,2300544.0,3.4904723,687549.69,0.29886383,1.2140355
901811,2.9644182E+7,34.933334,1.6128039,0.0,0.0,0.0,0.0,2.9644182E+7,44.977276,2.9350676E+7,0.99009895,2.9644182E+7
903961,816711.19,63.933334,2.9516773,242310.36,1.2068158,213137.41,0.87960142,574400.81,0.87150264,226837.5,0.39491084,2.3705072
904122,1178777.8,10.0,0.46168053,434809.31,2.1655481,284482.66,0.65426844,743968.38,1.128777,619540.38,0.83274978,1.7110183
904539,855843.94,39.400002,1.8190212,186414.0,0.92842656,89387.445,0.4795078,669429.94,1.0156844,258879.22,0.38671535,3.5910733
927818,514886.41,12.066666,0.55709445,121968.2,0.6074571,0.0,0.0,392918.22,0.5961504,234174.16,0.59598553,3.2214544
938354,1276821.6,72.199997,3.3333333,275723.59,1.3732289,140444.59,0.5093655,1001098.1,1.5189039,698030.63,0.69726431,3.63079
941185,429938.56,14.066666,0.64943057,146658.3,0.73042506,146658.3,0.99999321,283280.28,0.42980355,179149.22,0.63240755,1.9315535
954126,637526.38,35.466667,1.6374269,168311.92,0.83826995,106905.59,0.63515973,469214.47,0.71190995,298706.81,0.63660902,2.7877507
956512,471742.59,5.4666662,0.25238532,67152.883,0.33445191,67152.883,0.9999851,404589.72,0.61385882,387794.78,0.95848668,6.0248151
961425,5120578.0,58.0,2.677747,847200.06,4.2194414,173684.16,0.20500937,4273378.0,6.4837308,1477513.1,0.34574822,5.0441132
962405,135975.77,8.1999998,0.37857804,68215.953,0.33974648,23297.635,0.34152266,67759.82,0.10280776,57645.172,0.8507154,0.99329883
971575,1450254.6,32.799999,1.5143121,150374.55,0.74893361,16470.049,0.10952611,1299880.0,1.9722272,630353.69,0.48493183,8.6442251
984061,530763.94,23.266666,1.0741767,1497.2773,7.4571222E-3,0.0,0.0,529266.63,0.8030234,311433.66,0.58842373,353.25012
984867,184549.58,10.866666,0.50169277,5405.1699,2.6920205E-2,0.0,0.0,179144.41,0.27180469,119782.18,0.66863102,33.137028
987798,1731447.3,60.466667,2.7916281,835420.63,4.1607747,71614.773,8.5722908E-2,896026.63,1.3594855,547030.25,0.610506,1.0725442
999976,763571.69,22.266666,1.0280086,387660.53,1.9307258,271411.44,0.70012474,375911.13,0.57034659,59292.18,0.15772882,0.96968901
1004170,70863.5,9.1333332,0.4216682,33824.512,0.16846146,25977.762,0.76799315,37038.992,5.6196958E-2,15421.956,0.4163596,1.0950016
1013552,3362897.5,36.599998,1.6897507,1573270.0,7.8356004,685004.31,0.43540135,1789627.6,2.7152908,405163.22,0.22639513,1.1375203
1013842,4.322046E+7,58.533333,2.7023699,2.1687514E+7,108.01368,3367524.5,0.15527481,2.1532948E+7,32.670605,1.8513084E+7,0.85975605,0.99287301
1013875,426704.16,19.799999,0.91412741,83822.18,0.41747257,19614.332,0.23399653,342881.97,0.52023351,257082.48,0.74976742,4.090539
1018926,990191.31,54.933334,2.536165,495890.72,2.4697614,7636.1143,1.5398753E-2,494300.56,0.74997151,351111.5,0.71031845,0.9967913
1020634,1019768.4,18.733334,0.86488152,95451.422,0.47539151,26202.352,0.27450693,924316.94,1.4024086,779183.06,0.84298164,9.6835356
1023983,2404106.0,33.400002,1.5420129,1255325.0,6.2520895,1029677.5,0.82024711,1148780.9,1.7429738,483620.53,0.42098552,0.91512555
1029705,1584197.4,21.666666,1.0003078,500526.13,2.4928479,197790.31,0.39516401,1083671.3,1.644187,232826.61,0.21484965,2.1650598
1044883,1241086.4,16.333332,0.75407815,350001.59,1.7431672,216730.88,0.61922652,891084.75,1.3519875,813321.0,0.91273034,2.5459375
1066224,396917.25,50.133331,2.3145583,34437.375,0.1715138,0.0,0.0,362479.88,0.54996818,224891.05,0.62042177,10.525464
1071870,138496.67,24.200001,1.1172669,0.0,0.0,0.0,0.0,138496.67,0.21013241,18117.055,0.13081126,138496.67
1081993,2559129.3,14.8,0.68328714,1481554.3,7.3788142,1271338.1,0.85811043,1077574.9,1.6349374,295412.78,0.27414569,0.72732681
1087616,1355045.1,49.200001,2.2714682,482552.38,2.4033303,109900.15,0.22774713,872492.69,1.323779,466102.41,0.53421867,1.808075
1088175,1492397.8,53.066666,2.4499846,201458.64,1.0033557,197865.19,0.98215789,1290939.1,1.9586617,729417.31,0.56502801,6.4079289
1093304,1281546.6,40.200001,1.8559557,249004.69,1.2401567,194631.06,0.78163302,1032542.0,1.5666118,777386.31,0.75288516,4.1466603
1094663,417590.63,2.2666659,0.10464755,0.0,0.0,0.0,0.0,417590.63,0.63358426,417590.63,0.99999762,417590.63
1096220,1200406.8,24.733334,1.1418898,99892.344,0.49750933,0.0,0.0,1100514.4,1.6697421,756873.63,0.68774468,11.016894
1099483,1494516.6,22.533333,1.04032,311309.63,1.5504636,193148.77,0.62043744,1183207.0,1.7952063,746242.94,0.63069469,3.8007278
1109129,957499.38,9.1999998,0.42474607,422144.47,2.1024714,134006.31,0.31744108,535354.88,0.81226069,368030.72,0.68745059,1.2681764
1115426,1505711.1,32.866665,1.5173899,57201.902,0.28489149,4491.8311,7.8524537E-2,1448509.3,2.1977332,969337.25,0.66919601,25.322304
1122742,323190.28,4.2666659,0.19698365,22309.43,0.1111111,0.0,0.0,300880.84,0.4565078,296236.28,0.98456019,13.486108
1133595,1071179.3,66.133331,3.0532472,535317.06,2.6661224,71060.781,0.13274497,535862.13,0.8130303,341599.31,0.63747489,1.0010164
1136140,4576205.0,51.866665,2.394583,1879261.5,9.3595772,761215.69,0.40506086,2696943.5,4.0919046,308588.81,0.11442165,1.4351074
1139307,427487.78,65.199997,3.0101569,64906.965,0.32326621,0.0,0.0,362580.81,0.55012131,125771.29,0.34687698,5.5860758
1157982,823389.0,19.666666,0.90797168,405067.38,2.0174198,358088.81,0.88402063,418321.63,0.63469338,204528.06,0.48892424,1.0327185
1177740,121728.63,0.73333299,3.3856556E-2,0.0,0.0,0.0,0.0,121728.63,0.1846913,120231.36,0.98769176,121728.63
1177962,4849076.0,32.799999,1.5143121,2391825.5,11.912379,1336843.9,0.55892181,2457250.5,3.7282333,863479.75,0.35140064,1.0273532
1210592,364919.97,4.5333328,0.20929515,336887.38,1.6778524,336887.38,0.99999702,28032.592,4.2532109E-2,0.0,0.0,8.3210327E-2
1211346,322513.5,2.4000001,0.11080332,0.0,0.0,0.0,0.0,322513.5,0.4893297,321914.59,0.99813992,322513.5
1217764,1090061.1,37.133331,1.7143736,317070.91,1.5791574,304321.59,0.95978731,772990.19,1.17281,474562.0,0.61392939,2.437902
1230741,725206.31,5.8666658,0.27085254,112295.79,0.55928409,112295.79,0.99999112,612910.5,0.92993098,605067.75,0.98720247,5.457952
1238197,747785.06,12.8,0.59095109,0.0,0.0,0.0,0.0,747785.06,1.1345679,351111.53,0.46953472,747785.06
1256938,306355.91,19.666666,0.90797168,9160.3418,4.5622669E-2,748.63867,8.1717141E-2,297195.56,0.45091635,220399.2,0.74159408,32.440178
1263601,1260378.0,13.133333,0.60634041,0.0,0.0,0.0,0.0,1260378.0,1.9122932,1229863.5,0.97578865,1260378.0
1271467,257561.63,3.0,0.13850416,10480.939,5.2199848E-2,0.0,0.0,247080.69,0.37488016,235446.84,0.95291096,23.572039
1289086,341117.72,10.4,0.48014775,62167.641,0.30962312,53018.59,0.85281885,278950.09,0.42323363,241810.27,0.86685544,4.4869905
1291480,94644.961,4.1999998,0.19390582,0.0,0.0,0.0,0.0,94644.961,0.14359891,82350.25,0.87008733,94644.961
1297829,2903000.8,23.6,1.089566,471342.88,2.347502,277744.94,0.58926177,2431657.8,3.6894033,1675004.0,0.68883181,5.158989
1298146,2803709.3,33.866665,1.563558,1757249.4,8.7519016,1379366.6,0.78495735,1046459.9,1.5877286,781813.75,0.74710268,0.59550983
1308272,455166.16,11.933333,0.55093873,60939.18,0.30350485,53003.613,0.86976457,394226.97,0.59813607,339582.47,0.86138606,6.4690809
1310584,1585301.9,15.2,0.70175439,266590.19,1.3277406,266590.19,0.99999624,1318711.6,2.0007992,1124006.0,0.85235095,4.9465685
1316496,1673500.4,72.0,3.3240998,443045.19,2.2065666,228783.95,0.51638854,1230455.1,1.8668931,551896.38,0.4485299,2.7772617
1322942,4291289.5,28.4,1.3111727,1469847.1,7.320507,717270.63,0.48798963,2821442.5,4.2807994,2694200.5,0.95490152,1.919547
1336622,690285.56,5.666666,0.26161894,70372.031,0.35048473,0.0,0.0,619913.56,0.94055629,616878.19,0.99510199,8.8089647
1338875,2934098.8,37.599998,1.7359188,1340968.6,6.6786337,177053.03,0.13203359,1593130.1,2.4171574,941787.38,0.59115493,1.1880435
